GOLM1	0.377827741
POLD4	0.442827998
PIGA	1.615203202
RGL1	0.558019062
ZNF496	-0.384958431
ITGA3	-0.095559116
RARS2	1.890263587
CABYR	0.495657047
FTH1	1.543282177
SNORA40	0.043819425
ALDH9A1	0.548717858
SERTAD1	0.015823175
ZNF385A	0.281072224
ALS2CL	1.025249084
NCEH1	0.771797224
EFTUD2	-0.111920452
C2orf47	0.728231854
KAT7	0.645213481
DPH1	0.999191949
IRF1	0.686052008
KTN1	0.006712594
ZSWIM7	0.074452762
PI4K2A	0.175946367
CAPN10	0.323845333
NBR1	0.309715463
TOR4A	-0.401698455
FXR1	0.339350517
ECHDC3	-0.114184915
EPHA2	-0.426171731
SLC25A5	0.899141018
RNF138	0.246626057
NAA30	0.686052008
BMS1P5	0.46833282
RBMX2	0.863275638
AIP	0.548717858
TPCN1	0.377827741
PATZ1	-1.038440013
PSMD7	0.911292238
MIOS	0.820693899
CD99	0.539491983
ATP6V1E1	0.521264042
MST1R	0.717558772
FUS	1.250141017
MAP4K5	-0.442827998
HMGB1	1.473988461
RPS6KA4	0.794114053
NOP56	0.401698455
IMPACT	0.45976119
GSS	0.717558772
ACOT13	0.58638021
TSNARE1	0.362242871
DANCR	0.362242871
GLTSCR1	0.706971566
OTUB1	0.267114917
PRPF4	0.025119057
SLC24A1	0.188289768
GSTT1	-0.800782658
AMMECR1	0.281072224
SOX13	0.935894296
KARS	1.11992945
TMEM33	0.246626057
SACS	-0.771797224
TAOK1	-0.253396545
SEZ6L2	0.054139761
BCL2L14	1.807660006
CERS6-AS1	1.16223463
RFWD2	0.625284104
ZZEF1	0.960902148
MUC6	1.036067293
MRPS15	0.805408665
L3MBTL3	0.45976119
TRIM23	-0.07965427
LOC100294145	1.235175449
RPSA	0.948347016
PRMT9	-0.600917066
IFI35	0.494473687
SOX8	0.064198212
SDHAP3	0.548717858
CBLC	1.353993718
BEX2	0.411451314
RFC3	0.863275638
RNPEPL1	0.260226045
SMIM3	1.051740645
THAP5	-0.020447822
PCYOX1L	-0.220127185
TIMM9	2.089796882
UTP18	0.377827741
WDR60	1.370817573
PRPF6	0.53034089
SMIM24	0.892946498
KCNJ11	0.274063521
B3GNT7	0.45976119
TCEA3	2.65544729
HJURP	1.012166756
MGRN1	0.911292238
THAP6	0.503330961
CYP2W1	0.805408665
MVP	0.935894296
NPW	0.352096452
ATP2C1	-0.002226135
TBCCD1	1.280461447
UHRF1BP1	-0.451259743
DPYSL2	0.494473687
SNHG9	0.875133612
ENG	0.117477026
SP6	0.58638021
UBE2R2	0.760773468
AFAP1-AS1	-0.011244854
LINC00963	0.645213481
MAGEB17	1.103532884
SNRNP25	0.948347016
GCLM	0.948347016
HMGCS2	2.65544729
RPS16	0.828274229
EIF3C	0.782910497
IRF2BP2	1.295819437
BAIAP2	-0.069300835
PLEKHA4	-0.385718428
UNC93B1	0.53034089
FZD7	-0.434465483
LINC00371	0.875133612
EIF4A2	0.362242871
TRADD	0.511684033
SRGAP2D	-0.354547841
ZNF585A	-0.151916593
FAAH	1.025249084
EIF3I	2.185398976
ISCU	2.04368332
AP1S3	0.558019062
TNNI3	-0.12131307
CTNNB1	0.615439684
C2orf15	0.851513651
OTX1	0.426171731
CDKN2AIPNL	0.675718296
FITM2	0.988954518
C4orf3	0.233260703
LTN1	0.043654899
ZNF83	-0.128746135
PHPT1	0.625284104
TMEM107	-0.022463717
THOC7	3.725113149
RBM14	0.485688574
PALM3	0.521264042
B3GALNT2	0.362242871
TMED7	0.084905643
SFXN5	0.615439684
SUCLA2	0.948347016
SMG9	-0.002226135
ILDR1	0.728231854
SNX14	0.362242871
ANP32A	0.749838479
SSX2IP	-0.011091567
AMACR	1.457057749
STX4	0.615439684
CCDC149	-0.353867382
ANAPC2	-0.025119057
PPIF	1.205626048
EPHX1	-0.274063521
LOC729737	0
PDHB	2.338225956
KLHL35	-0.58638021
ZFX	0.45976119
SLC35D3	1.038440013
GLOD4	1.890263587
SMC5	0.331847406
PRRG1	0.239914227
CKAP4	-0.163822822
FMNL2	0.281072224
CDKN2B	-0.451259743
PINK1	0.451259743
ACBD3	0.260226045
KIF2A	0.100961789
FAM131B	0.07965427
PRUNE	0.576849674
ARSK	-0.948347016
RPL18	0.665467739
CADM4	0.031766441
ECI1	0.548717858
CD302	1.652200557
SMC3	0.377827741
TGFBR2	1.295819437
C6orf62	-0.134459267
KRT10	0.960902148
ENDOV	0.123085488
CALHM2	-0.123085488
GCN1L1	0.134459267
S1PR2	-0.309715463
